,Unit Type,IMEI,Company,Phone Number,Last Event Date
5498,Queclink GL 300,860599004499679,TSO TRANSITO LABORATORIO ,3104413304 ,6/20/2020 10:20:16 AM
5504,Queclink GL 300,860599004466389,TSO TRANSITO LABORATORIO ,,3/17/2021 10:11:44 AM
5528,Queclink GL 300,868574042398078,TSO TRANSITO LABORATORIO ,9104051681,11/9/2023 4:19:58 PM
5700,Queclink GL 300W,862369030961078,TSO TRANSITO LABORATORIO ,9103411238,4/29/2022 7:11:10 PM
5708,Queclink GL 300W,862369030953695,TSO TRANSITO LABORATORIO ,9103411169,6/5/2023 10:21:26 PM
5709,Queclink GL 300W,862369030955781,TSO TRANSITO LABORATORIO ,9103411169,5/3/2023 9:40:43 PM
5712,Queclink GL 300W,862369030940098,TSO TRANSITO LABORATORIO ,340,11/18/2022 8:32:44 PM
5714,Queclink GL 300W,862369030963157,TSO TRANSITO LABORATORIO ,9103387814,3/12/2022 11:01:34 AM
5727,Queclink GL 300W,862369030957522,TSO TRANSITO LABORATORIO ,3206,1/24/2022 9:12:04 AM
5737,Queclink GL 300W,862369030951699,TSO TRANSITO LABORATORIO ,343,11/22/2022 9:06:09 PM
5740,Queclink GL 300W,862369030944074,TSO TRANSITO LABORATORIO ,9103403728,4/14/2023 1:37:49 PM
5741,Queclink GL 300W,862369030959247,TSO TRANSITO LABORATORIO ,9103457327,12/9/2021 9:57:08 PM
5742,Queclink GL 300W,862369030952341,TSO TRANSITO LABORATORIO ,338,11/25/2022 7:10:29 PM
5746,Queclink GL 300W,862369030967240,TSO TRANSITO LABORATORIO ,310-----,8/24/2021 9:08:11 AM
5748,Queclink GL 300W,862369030949008,TSO TRANSITO LABORATORIO ,9103398706,4/18/2023 6:40:09 AM
5749,Queclink GL 300W,862369030957035,TSO TRANSITO LABORATORIO ,910339,5/26/2022 10:44:27 PM
5890,Queclink GL 300W,862369031098680,TSO TRANSITO LABORATORIO ,9103457327,5/26/2023 1:11:18 AM
5896,Queclink GL 300W,862369031088954,TSO TRANSITO LABORATORIO ,,8/2/2024 3:31:07 PM
5979,Queclink GL 300W,863457051935417,TSO TRANSITO LABORATORIO ,9103393759,4/18/2024 11:02:49 AM
6072,Queclink GL 300W,863457051939641,TSO TRANSITO LABORATORIO ,910344,5/28/2024 12:47:48 PM
6116,Queclink GL 300,860599004490421,TSO TRANSITO LABORATORIO ,3102123392,8/4/2020 3:53:56 PM
6169,Queclink GL 300,860599004449609,TSO TRANSITO LABORATORIO ,9103411192,3/2/2022 10:37:01 AM
6262,Queclink GL 300,867844000261423,TSO TRANSITO LABORATORIO ,9101183297,3/27/2021 1:36:11 AM
6382,Queclink GL 300,867844000260888,TSO TRANSITO LABORATORIO ,3101234567,9/9/2021 7:26:54 PM
6383,Queclink GL 300,860599001299957,TSO TRANSITO LABORATORIO ,,7/22/2022 9:06:48 AM
6445,Queclink GL 300,868789024430190,TSO UNID IDS SIN USO,9103447290,3/15/2019 6:56:13 PM
6628,Queclink GL 300W,863457051939203,TTSO MOBILE S.A.S COLOMBIA,9103431081,7/2/2024 9:36:20 AM
6661,Queclink GL 300,860599004482907,TTSO MOBILE S.A.S COLOMBIA,312,9/11/2020 6:14:48 AM
6689,Queclink GL 300,860599003931839,TTSO MOBILE S.A.S COLOMBIA,9101427896,12/24/2020 3:49:54 AM
6690,Queclink GL 300,860599003906609,TTSO MOBILE S.A.S COLOMBIA,9101422066,2/20/2024 10:53:38 AM
6691,Queclink GL 300,860599003911336,TTSO MOBILE S.A.S COLOMBIA,9101428965,10/14/2020 8:47:36 PM
6692,Queclink GL 300,860599003909793,TTSO MOBILE S.A.S COLOMBIA,910142,1/2/2021 3:28:56 PM
6719,Queclink GL 300,862369030961821,TTSO MOBILE S.A.S COLOMBIA,9103404942,4/7/2021 3:59:06 PM
6720,Queclink GL 300,7319647364569,TTSO MOBILE S.A.S COLOMBIA,344,6/5/2023 5:26:27 PM
6721,Queclink GL 300,860599004454559,TTSO MOBILE S.A.S COLOMBIA,9103380208,4/6/2022 10:18:15 AM
6724,Queclink GL 300,860599004480653,TTSO MOBILE S.A.S COLOMBIA,91033,4/19/2021 5:41:14 PM
6725,Queclink GL 300,867844000260474,TTSO MOBILE S.A.S COLOMBIA,9103441076,4/20/2021 6:15:18 PM
6726,Queclink GL 300,862369030968404,TTSO MOBILE S.A.S COLOMBIA,9103414916,4/7/2021 4:13:27 PM
6799,Queclink GL 300W,862369030963173,TTSO MOBILE S.A.S COLOMBIA,9103446070,11/29/2023 12:08:45 PM
6809,Queclink GL 300W,862369030967380,TTSO MOBILE S.A.S COLOMBIA,9103421207,9/27/2023 3:30:34 PM
6883,Queclink GL 300W,860599004454005,TTSO MOBILE S.A.S COLOMBIA,9103384009,4/29/2023 8:54:03 AM
6931,Queclink GL 300W,860599004449070,TTSO MOBILE S.A.S COLOMBIA,dsd9103394984,6/17/2024 9:19:00 AM
6942,Queclink GL 300W,862369031077072,TTSO MOBILE S.A.S COLOMBIA,9103983304,2/5/2024 9:58:04 AM
6946,Queclink GL 300W,862369031072669,TTSO MOBILE S.A.S COLOMBIA,9103397448,2/28/2022 9:55:59 AM
6947,Queclink GL 300W,862369031098433,TTSO MOBILE S.A.S COLOMBIA,9103441072,12/22/2021 8:25:02 AM
6948,Queclink GL 300W,862369031072065,TTSO MOBILE S.A.S COLOMBIA,9103411194,2/28/2022 10:36:39 AM
6949,Queclink GL 300W,862369031094234,TTSO MOBILE S.A.S COLOMBIA,9103423649,2/28/2022 12:08:16 PM
6950,Queclink GL 300W,862369031094432,TTSO MOBILE S.A.S COLOMBIA,9103427423,12/22/2021 2:27:07 AM
7873,Queclink GL 300W,862369031514595,TTSO MOBILE S.A.S COLOMBIA,9101321758,8/4/2024 7:22:14 AM
7874,Queclink GL 300W,862369031514470,TTSO MOBILE S.A.S COLOMBIA,9101193701,10/2/2024 4:35:55 PM
8370,Queclink GL 300W,863457051697777,TTSO MOBILE S.A.S COLOMBIA,9103431062,10/17/2023 3:31:06 PM
8399,Queclink GL 300,860599004455762,TTSO MOBILE S.A.S COLOMBIA,9104054160,2/20/2024 4:26:50 AM
8411,Queclink GL 300W,862369031090760,TTSO MOBILE S.A.S COLOMBIA,5007241261,11/29/2023 12:34:01 AM
8423,Queclink GL 300W,863457051700704,TTSO MOBILE S.A.S COLOMBIA,9103443544,4/23/2017 2:24:56 PM
8459,Queclink GL 300W,863457051934279,VALERIA RIOS CASTRO,9103412425,10/2/2024 12:57:16 PM
1115,Queclink GL 300W,862369031091198,EXACTA OPERADOR LOGISTICO S.A.C.,958181713,10/2/2024 5:22:01 PM
1226,Queclink GL 300,860599002512937,GLOBAL TECHNOLOGY & SERVICIOS PREVENCIONISTAS AL S.A.C.,972554565,10/1/2024 5:15:54 AM
1227,Queclink GL 300,860599002513240,GLOBAL TECHNOLOGY & SERVICIOS PREVENCIONISTAS AL S.A.C.,940925047,10/2/2024 5:20:17 PM
1228,Queclink GL 300,860599002523702,GLOBAL TECHNOLOGY & SERVICIOS PREVENCIONISTAS AL S.A.C.,991843915,9/16/2024 6:34:58 PM
1229,Queclink GL 300,860599002521813,GLOBAL TECHNOLOGY & SERVICIOS PREVENCIONISTAS AL S.A.C.,984761571,9/29/2024 7:13:30 AM
1230,Queclink GL 300,860599002521045,GLOBAL TECHNOLOGY & SERVICIOS PREVENCIONISTAS AL S.A.C.,972579007,9/27/2024 1:24:53 PM
1231,Queclink GL 300,860599002522316,GLOBAL TECHNOLOGY & SERVICIOS PREVENCIONISTAS AL S.A.C.,991845176,10/2/2024 4:10:07 PM
1232,Queclink GL 300,860599002528263,GLOBAL TECHNOLOGY & SERVICIOS PREVENCIONISTAS AL S.A.C.,991845915,10/1/2024 10:27:19 PM
1233,Queclink GL 300,860599002971547,GLOBAL TECHNOLOGY & SERVICIOS PREVENCIONISTAS AL S.A.C.,958958005,10/1/2024 12:30:25 PM
1234,Queclink GL 300W,862369031079755,GLOBAL TECHNOLOGY & SERVICIOS PREVENCIONISTAS AL S.A.C.,958730728,9/25/2024 2:27:14 PM
1235,Queclink GL 300W,862369031083682,GLOBAL TECHNOLOGY & SERVICIOS PREVENCIONISTAS AL S.A.C.,972555132,10/2/2024 5:21:55 PM
1319,Queclink GL 300,860599003921962,GRUAS Y TRANSPORTES SAN LORENZO S.A.C.,957666785,10/2/2024 5:21:47 PM
1643,Queclink GL 300,860599001600816,LOGIK EXPRESS S.A.C.,987376557,10/2/2024 3:40:48 PM
1644,Queclink GL 300,860599002519379,LOGIK EXPRESS S.A.C.,987375379,9/19/2024 1:49:04 AM
1645,Queclink GL 300,860599002517811,LOGIK EXPRESS S.A.C.,991844957,9/28/2024 3:18:21 AM
1646,Queclink GL 300,860599002526895,LOGIK EXPRESS S.A.C.,989673788,10/2/2024 5:22:21 PM
1647,Queclink GL 300,860599002524130,LOGIK EXPRESS S.A.C.,989672746,9/13/2024 9:44:54 AM
1648,Queclink GL 300W,862369031498468,LOGIK EXPRESS S.A.C.,958720991,9/21/2024 5:16:03 AM
1649,Queclink GL 300W,862369031491562,LOGIK EXPRESS S.A.C.,964342676,10/2/2024 5:21:31 PM
1650,Queclink GL 300W,862369031474428,LOGIK EXPRESS S.A.C.,989661987,10/2/2024 11:41:47 AM
1651,Queclink GL 300W,862369031491372,LOGIK EXPRESS S.A.C.,991317711,9/28/2024 2:02:31 AM
1652,Queclink GL 300,860599002985844,LOGIK EXPRESS S.A.C.,987455579,9/24/2024 10:53:44 PM
2106,Queclink GL 300,860599002515229,PROTEKTOR SEGURIDAD INTEGRAL SAC,989676808,9/12/2024 12:52:00 PM
2107,Queclink GL 300W,862369031479930,PROTEKTOR SEGURIDAD INTEGRAL SAC,987374194,9/9/2024 5:10:28 AM
4287,Queclink GL 300,860599002973899,TSO INVENTARIO DISPONIBLE PERU,989491147,6/10/2020 4:36:33 PM
4290,Queclink GL 300,860599001581206,TSO INVENTARIO DISPONIBLE PERU,,8/28/2024 5:46:57 PM
4295,Queclink GL 300,860599002522969,TSO INVENTARIO DISPONIBLE PERU,983277325,1/21/2022 11:29:11 PM
4301,Queclink GL 300W,860599002988665,TSO INVENTARIO DISPONIBLE PERU,989597658,7/25/2023 11:57:37 PM
4302,Queclink GL 300,860599003002144,TSO INVENTARIO DISPONIBLE PERU,941666557,3/13/2021 11:51:27 AM
4350,Queclink GL 300,860599003001807,TSO INVENTARIO DISPONIBLE PERU,989490918,3/12/2020 3:08:39 PM
4386,Queclink GL 300W,862369031081645,TSO INVENTARIO DISPONIBLE PERU,,8/28/2024 3:10:14 PM
4399,Queclink GL 300W,862369031077510,TSO INVENTARIO DISPONIBLE PERU,991600290,9/3/2024 1:19:12 PM
4400,Queclink GL 300W,862369031097989,TSO INVENTARIO DISPONIBLE PERU,957666427,6/4/2024 3:57:34 PM
4401,Queclink GL 300W,862369031076926,TSO INVENTARIO DISPONIBLE PERU,958736002,6/21/2023 1:36:05 PM
4402,Queclink GL 300W,862369031096254,TSO INVENTARIO DISPONIBLE PERU,,9/13/2024 3:44:16 PM
4867,Queclink GL 300W,863457051701660,TSO INVENTARIO DISPONIBLE PERU,964342676,1/1/1900 12:00:00 AM
4989,Queclink GL 300W,862369031098375,TSO INVENTARIO DISPONIBLE PERU,957666427,6/4/2024 2:38:24 PM
5649,Queclink GL 300W,862369031096528,TSO INVENTARIO DISPONIBLE PERU,997259430,6/28/2023 8:42:13 PM
5807,Queclink GL 300W,863457051712311,TSO LABORATORIO PERU,d972585211,5/4/2024 4:00:32 PM
5895,Queclink GL 300,860599001603398,TSO TRANSITO LABORATORIO,989673011,7/7/2024 6:03:23 PM
6039,Queclink GL 300W,860599002987634,TSO TRANSITO LABORATORIO,989488721,2/6/2019 9:57:43 AM
6040,Queclink GL 300W,860599002971026,TSO TRANSITO LABORATORIO,989489082,2/6/2019 10:32:49 AM
6041,Queclink GL 300W,,TSO TRANSITO LABORATORIO,,11/30/2022 3:33:38 PM
